firm,cik,phone,leads,title,money_raised
"Ara Infra C-Fiber Blocked Co-Investment, LP",0002086363,713-337-9150,"[{'name': '- Ara Infrastructure Fund I GP, LP', 'role': 'Promoter', 'cik': '0002086363'}, {'name': 'Troy Thacker', 'role': 'Executive Officer', 'cik': '0002086363'}, {'name': 'Charles Cherington', 'role': 'Executive Officer', 'cik': '0002086363'}]",Executive Officer,0
Percheron Horsepower-B LP,0002086387,415-738-4340,"[{'name': 'Christopher Collins', 'role': 'Executive Officer', 'cik': '0002086387'}, {'name': 'Christopher Lawler', 'role': 'Executive Officer', 'cik': '0002086387'}]",Executive Officer,0
Percheron Horsepower-A LP,0002086388,415-738-4340,"[{'name': 'Christopher Collins', 'role': 'Executive Officer', 'cik': '0002086388'}, {'name': 'Christopher Lawler', 'role': 'Executive Officer', 'cik': '0002086388'}]",Executive Officer,0
Percheron Horsepower LP,0002086389,415-738-4340,"[{'name': 'Christopher Collins', 'role': 'Executive Officer', 'cik': '0002086389'}, {'name': 'Christopher Lawler', 'role': 'Executive Officer', 'cik': '0002086389'}]",Executive Officer,0
"Goldcrest Capital IV-B, LP",0002086390,214-303-1112,"[{'name': 'Daniel Friedland', 'role': 'Executive Officer', 'cik': '0002086390'}, {'name': 'Adam Ross', 'role': 'Executive Officer', 'cik': '0002086390'}]",Executive Officer,0
"Goldcrest Capital IV-A, LP",0002086392,214-303-1112,"[{'name': 'Daniel Friedland', 'role': 'Executive Officer', 'cik': '0002086392'}, {'name': 'Adam Ross', 'role': 'Executive Officer', 'cik': '0002086392'}]",Executive Officer,0
Conception Bio a Series of VUVP Fund LLC,0002086398,8332673326,"[{'name': 'Finally Fund Admin LLC', 'role': 'Director', 'cik': '0002086398'}, {'name': 'Melissa Garlough', 'role': 'Executive Officer', 'cik': '0002086398'}, {'name': 'Joseph Fernandes', 'role': 'Executive Officer', 'cik': '0002086398'}]",Executive Officer,258750
Youngsville Holding LLC,0002086489,202-933-1283,"[{'name': 'Andrew Keel', 'role': 'Director', 'cik': '0002086489'}]",Director,2085950
"MO-0905 Fund I, a series of MV Funds, LP",0002086625,206.801.6359,"[{'name': 'N/A Fund GP, LLC', 'role': 'Director', 'cik': '0002086625'}, {'name': 'N/A elltower Fund Group, Ltd.', 'role': 'Director', 'cik': '0002086625'}]",Director,840680
"HC9 Ventures II, L.P.",0002086697,610-659-5880,"[{'name': 'N/A HC9 Ventures II GP, LLC', 'role': 'Executive Officer', 'cik': '0002086697'}, {'name': 'Charles Falcone', 'role': 'Executive Officer', 'cik': '0002086697'}, {'name': 'Richard Lungen', 'role': 'Executive Officer', 'cik': '0002086697'}]",Executive Officer,0
FOG SWC SCIENCE FUND I a Series of FOG Ventures Fund III LLC,0002086809,6468200535,"[{'name': 'Seed Labs LLC', 'role': 'Director', 'cik': '0002086809'}, {'name': 'Shriank Kanaparti', 'role': 'Director', 'cik': '0002086809'}]",Director,285600
LifeAhead a Series of SLRTE I LLC,0002086812,6468200535,"[{'name': 'Seed Labs LLC', 'role': 'Director', 'cik': '0002086812'}, {'name': 'Shriank Kanaparti', 'role': 'Director', 'cik': '0002086812'}]",Director,115000
2DE 1 a Series of SLRTE I LLC,0002086815,6468200535,"[{'name': 'Seed Labs LLC', 'role': 'Director', 'cik': '0002086815'}, {'name': 'Shriank Kanaparti', 'role': 'Director', 'cik': '0002086815'}]",Director,56000
Venture Capital Plus Portfolio TE 2026 LP,0002086852,415.967.7763,"[{'name': 'N/A Venture Capital Plus Portfolio GP LP', 'role': 'Executive Officer', 'cik': '0002086852'}, {'name': 'Divesh Makan', 'role': 'Executive Officer', 'cik': '0002086852'}]",Executive Officer,0
Venture Capital Plus Portfolio GF 2026 LP,0002086853,415.967.7763,"[{'name': 'N/A Venture Capital Plus Portfolio GP LP', 'role': 'Executive Officer', 'cik': '0002086853'}, {'name': 'Divesh Makan', 'role': 'Executive Officer', 'cik': '0002086853'}]",Executive Officer,0
Venture Capital Plus Portfolio 2026 LP,0002086854,415.967.7763,"[{'name': 'N/A Venture Capital Plus Portfolio GP LP', 'role': 'Executive Officer', 'cik': '0002086854'}, {'name': 'Divesh Makan', 'role': 'Executive Officer', 'cik': '0002086854'}]",Executive Officer,0
RRE25 Cornerstone Tributer Feeder Fund LP,0002086936,(801) 216-8850,"[{'name': 'Reef Capital Management LLC', 'role': 'Executive Officer', 'cik': '0002086936'}, {'name': 'Reef Preferred QP Fund GP LLC', 'role': 'Executive Officer', 'cik': '0002086936'}, {'name': 'Reef Capital Partners LLC', 'role': 'Promoter', 'cik': '0002086936'}]",Promoter,0
"HC9 Ventures II, L.P.",0002086697,610-659-5880,"[{'name': 'N/A HC9 Ventures II GP, LLC', 'role': 'Executive Officer', 'cik': '0002086697'}, {'name': 'Charles Falcone', 'role': 'Executive Officer', 'cik': '0002086697'}, {'name': 'Richard Lungen', 'role': 'Executive Officer', 'cik': '0002086697'}]",Executive Officer,0
"IV Series 13A, a Series of Ineffable Ventures Series, LLC",0002086979,203-682-6414,"[{'name': 'Jared Kasner', 'role': 'Executive Officer', 'cik': '0002086979'}]",Executive Officer,545500
Mythworx LLC,0002087160,2147064210,"[{'name': 'William Stone III', 'role': 'Executive Officer', 'cik': '0002087160'}, {'name': 'Wade Myers', 'role': 'Executive Officer', 'cik': '0002087160'}, {'name': 'Matt Pumphrey', 'role': 'Director', 'cik': '0002087160'}, {'name': 'Braden Leeds', 'role': 'Director', 'cik': '0002087160'}, {'name': 'Jason Williamson', 'role': 'Executive Officer', 'cik': '0002087160'}, {'name': 'Roger Morin', 'role': 'Director', 'cik': '0002087160'}, {'name': 'Tom Kulik', 'role': 'Director', 'cik': '0002087160'}]",Director,5000000
"GA-0818 Fund I, a series of Roll Up Vehicles, LP",0002087183,(360) 340-9337,"[{'name': 'N/A Fund GP, LLC', 'role': 'Director', 'cik': '0002087183'}, {'name': 'N/A Belltower Fund Group, Ltd.', 'role': 'Director', 'cik': '0002087183'}]",Director,351000
Kilele Health Inc.,0002087187,317-850-0442,"[{'name': 'Andrew Cothrel', 'role': 'Executive Officer', 'cik': '0002087187'}, {'name': 'Jason Heikenfeld', 'role': 'Executive Officer', 'cik': '0002087187'}, {'name': 'Sven Schreiber', 'role': 'Executive Officer', 'cik': '0002087187'}, {'name': 'Brittany Arde', 'role': 'Executive Officer', 'cik': '0002087187'}]",Executive Officer,264500
"Sine Strategic Group, Inc.",0002087271,2032739224,"[{'name': 'Mark Edgar', 'role': 'Executive Officer', 'cik': '0002087271'}, {'name': 'Eric Butcher', 'role': 'Executive Officer', 'cik': '0002087271'}, {'name': 'Andriy Chulyk', 'role': 'Executive Officer', 'cik': '0002087271'}, {'name': 'Andriy Zvirko', 'role': 'Director', 'cik': '0002087271'}, {'name': 'Kostiantyn Nosaliuk', 'role': 'Director', 'cik': '0002087271'}]",Director,1150000
"Gresham Town Fair Venture, LLC",0002087275,2094478887,"[{'name': '. RIG Asset Management, LLC', 'role': 'Director', 'cik': '0002087275'}, {'name': 'Sanjiv Chopra', 'role': 'Director', 'cik': '0002087275'}]",Director,8940000
One Mind Catalyst Fund LLC,0002087418,707-963-4038,"[{'name': '- One Mind', 'role': 'Executive Officer', 'cik': '0002087418'}, {'name': 'Marcus Sauter', 'role': 'Executive Officer', 'cik': '0002087418'}, {'name': 'Kathleen Pike', 'role': 'Executive Officer', 'cik': '0002087418'}]",Executive Officer,0
"Siloam Vision, Inc.",0002087423,561-818-2161,"[{'name': 'John Campbell', 'role': 'Executive Officer', 'cik': '0002087423'}, {'name': 'Degang Wang', 'role': 'Executive Officer', 'cik': '0002087423'}, {'name': 'Tong Sun', 'role': 'Executive Officer', 'cik': '0002087423'}, {'name': 'Karyn Jonas', 'role': 'Executive Officer', 'cik': '0002087423'}, {'name': 'Robison Vernon Paul Chan', 'role': 'Executive Officer', 'cik': '0002087423'}]",Executive Officer,500000
"Siloam Vision, Inc.",0002087423,561-818-2161,"[{'name': 'Degang Wang', 'role': 'Executive Officer', 'cik': '0002087423'}, {'name': 'John Campbell', 'role': 'Executive Officer', 'cik': '0002087423'}, {'name': 'Tong Sun', 'role': 'Executive Officer', 'cik': '0002087423'}, {'name': 'Karyn Jonas', 'role': 'Executive Officer', 'cik': '0002087423'}, {'name': 'Robison Vernon Paul Chan', 'role': 'Executive Officer', 'cik': '0002087423'}]",Executive Officer,550000
"Siloam Vision, Inc.",0002087423,561-818-2161,"[{'name': 'John Campbell', 'role': 'Executive Officer', 'cik': '0002087423'}, {'name': 'Tong Sun', 'role': 'Executive Officer', 'cik': '0002087423'}, {'name': 'Karyn Jonas', 'role': 'Executive Officer', 'cik': '0002087423'}, {'name': 'Robison Vernon Paul Chan', 'role': 'Executive Officer', 'cik': '0002087423'}]",Executive Officer,1085000
"Siloam Vision, Inc.",0002087423,561-818-2161,"[{'name': 'John Campbell', 'role': 'Executive Officer', 'cik': '0002087423'}, {'name': 'Karyn Jonas', 'role': 'Executive Officer', 'cik': '0002087423'}, {'name': 'Tong Sun', 'role': 'Executive Officer', 'cik': '0002087423'}, {'name': 'Robison Vernon Paul Chan', 'role': 'Executive Officer', 'cik': '0002087423'}]",Executive Officer,745000
APCW 2025 Parent LLC,0002087490,212-813-0141,"[{'name': 'Brian Cohen', 'role': 'Executive Officer', 'cik': '0002087490'}, {'name': 'n/a APCW 2025 Sponsor LLC', 'role': 'Director', 'cik': '0002087490'}]",Director,5181000
"JeffValenzia, LLC",0002087491,(623) 687-7847,"[{'name': 'Jeffery Valenzia', 'role': 'Executive Officer', 'cik': '0002087491'}]",Executive Officer,306000
Silicon Road Seed Fund II L.P.,0002087529,(404) 512-0091,"[{'name': '- SR Opportunity Fund GP, LLC', 'role': 'Promoter', 'cik': '0002087529'}, {'name': 'Siddhartha Mookerji', 'role': 'Executive Officer', 'cik': '0002087529'}]",Executive Officer,3850000
Income Co-Investment Portfolio A 2025 LP,0002087551,415.967.7763,"[{'name': 'N/A Income Co-Investment Portfolio GP IV LP', 'role': 'Executive Officer', 'cik': '0002087551'}, {'name': 'Divesh Makan', 'role': 'Executive Officer', 'cik': '0002087551'}]",Executive Officer,0
Silicon Road Opportunity Fund I L.P.,0002087568,(404) 512-0091,"[{'name': '- SR Opportunity Fund GP, LLC', 'role': 'Promoter', 'cik': '0002087568'}, {'name': 'Siddhartha Mookerji', 'role': 'Executive Officer', 'cik': '0002087568'}]",Executive Officer,63494333
"Arden HSF Co-Investment, LLC",0002087659,215.735.1313,"[{'name': 'Craig Spencer', 'role': 'Executive Officer', 'cik': '0002087659'}, {'name': '[none] Arden HSF Co-Invesment Manager, LLC', 'role': 'Promoter', 'cik': '0002087659'}, {'name': '[none] AREPIII PSF Holdco, LLC', 'role': 'Promoter', 'cik': '0002087659'}]",Promoter,0
"CRM REIT 2, LLC",0002087673,212-891-2100,"[{'name': 'Chetan Vohra', 'role': 'Executive Officer', 'cik': '0002087673'}, {'name': 'Chaojun Fan', 'role': 'Executive Officer', 'cik': '0002087673'}, {'name': 'Marc Toscano', 'role': 'Executive Officer', 'cik': '0002087673'}]",Executive Officer,79000
Barings Developed Europe Real Estate Debt Fund I SCSp,0002087728,0035224524100,"[{'name': 'N/A Barings Umbrella Fund (LUX) GP S.a r.l.', 'role': 'Promoter', 'cik': '0002087728'}, {'name': 'N/A Baring International Fund Managers (Ireland) Limited', 'role': 'Promoter', 'cik': '0002087728'}, {'name': 'N/A Barings LLC', 'role': 'Promoter', 'cik': '0002087728'}, {'name': 'N/A Barings Asset Management Limited', 'role': 'Promoter', 'cik': '0002087728'}]",Promoter,41576573
"Square One Labs Fund, Limited Partnership",0002087737,972-54-2161291,"[{'name': 'Jonathan Bik', 'role': 'Director', 'cik': '0002087737'}, {'name': 'Square One Labs Fund G.P. Limited Partnership', 'role': 'Executive Officer', 'cik': '0002087737'}, {'name': 'Square One Labs GPGP Ltd', 'role': 'Executive Officer', 'cik': '0002087737'}, {'name': 'Yoav Galin', 'role': 'Director', 'cik': '0002087737'}, {'name': 'Amir Fishelov', 'role': 'Executive Officer', 'cik': '0002087737'}]",Executive Officer,14900000
"IV Series 15A, a Series of Ineffable Ventures Series, LLC",0002087913,203-682-6414,"[{'name': 'Jared Kasner', 'role': 'Executive Officer', 'cik': '0002087913'}]",Executive Officer,0
Five Sixty Associates LLC,0002087982,424-421-6040,"[{'name': 'n/a MarcyPen Capital Partners LLC', 'role': 'Promoter', 'cik': '0002087982'}, {'name': 'Elbert Robinson', 'role': 'Executive Officer', 'cik': '0002087982'}, {'name': ""D'Rita Robinson"", 'role': 'Executive Officer', 'cik': '0002087982'}, {'name': 'Laurence Brown', 'role': 'Executive Officer', 'cik': '0002087982'}]",Executive Officer,57300000
MarcyPen Opportunities Fund II KE SPV LP,0002088002,424-421-6040,"[{'name': 'n/a MarcyPen Opportunities II GP LLC', 'role': 'Promoter', 'cik': '0002088002'}, {'name': 'n/a MarcyPen Capital Partners LLC', 'role': 'Executive Officer', 'cik': '0002088002'}, {'name': 'Elbert Robinson', 'role': 'Executive Officer', 'cik': '0002088002'}, {'name': ""D'Rita Robinson"", 'role': 'Executive Officer', 'cik': '0002088002'}, {'name': 'Laurence Brown', 'role': 'Executive Officer', 'cik': '0002088002'}]",Executive Officer,3104000
S2K/Miller CLT DST,0002088087,646-430-6740,"[{'name': '- S2K/Miller CLT Sponsor LLC', 'role': 'Promoter', 'cik': '0002088087'}, {'name': '- S2K/Miller CLT ST LLC', 'role': 'Executive Officer', 'cik': '0002088087'}]",Executive Officer,0
"Cima Investment Group, LLC",0002088096,(949) 504-9931,"[{'name': 'Jonathan Judd', 'role': 'Executive Officer', 'cik': '0002088096'}]",Executive Officer,5700000
IA BiomeSense a series of Irish Angels 2020 LLC,0002088127,7082328732,"[{'name': 'Caroline Gash', 'role': 'Director', 'cik': '0002088127'}]",Director,219975
"Corrum Capital Entertainment Lending II-B, LP",0002088345,704-330-7300,"[{'name': 'Jason Cipriani', 'role': 'Executive Officer', 'cik': '0002088345'}, {'name': 'Jonathan Mandle', 'role': 'Executive Officer', 'cik': '0002088345'}, {'name': 'N/A CCM ENTERTAINMENT LENDING II GP, LP', 'role': 'Executive Officer', 'cik': '0002088345'}]",Executive Officer,75000000
"Infrrd, Inc.",0002088372,844-446-3773,"[{'name': 'Amit Jnagal', 'role': 'Executive Officer', 'cik': '0002088372'}, {'name': 'Ashish Gupta', 'role': 'Director', 'cik': '0002088372'}, {'name': 'Srinivas Ramanujam', 'role': 'Director', 'cik': '0002088372'}, {'name': 'Alan Rich', 'role': 'Director', 'cik': '0002088372'}]",Director,1999994
"Equitybee 22-17715, a Series of Equitybee cFund Master LLC",0002088447,6508471149,"[{'name': 'Dennis Henderson', 'role': 'Director', 'cik': '0002088447'}, {'name': 'Oren Barzilai', 'role': 'Executive Officer', 'cik': '0002088447'}]",Executive Officer,313899
"Space Factory 2025, a series of Capital Factory SPVs, LP",0002088504,206.801.6359,"[{'name': 'N/A Capital Factory SPVs, LP', 'role': 'Director', 'cik': '0002088504'}, {'name': 'Jamie Serio', 'role': 'Director', 'cik': '0002088504'}]",Director,0
"GL-0827 Fund III, a series of Zachary Ginsburg Funds, LP",0002088533,(360) 340-9337,"[{'name': 'N/A Fund GP, LLC', 'role': 'Director', 'cik': '0002088533'}, {'name': 'N/A Belltower Fund Group, Ltd.', 'role': 'Director', 'cik': '0002088533'}]",Director,264500
"Equitybee 22-21729, a Series of Equitybee cFund Master LLC",0002088562,6508471149,"[{'name': 'Dennis Henderson', 'role': 'Director', 'cik': '0002088562'}, {'name': 'Oren Barzilai', 'role': 'Executive Officer', 'cik': '0002088562'}]",Executive Officer,43273
"Equitybee 22-14663, a Series of Equitybee cFund Master LLC",0002088563,6508471149,"[{'name': 'Dennis Henderson', 'role': 'Director', 'cik': '0002088563'}, {'name': 'Oren Barzilai', 'role': 'Executive Officer', 'cik': '0002088563'}]",Executive Officer,123884
"Equitybee 22-36823, a Series of Equitybee cFund Master LLC",0002088564,6508471149,"[{'name': 'Dennis Henderson', 'role': 'Director', 'cik': '0002088564'}, {'name': 'Oren Barzilai', 'role': 'Executive Officer', 'cik': '0002088564'}]",Executive Officer,20126
"Equitybee 22-27269, a Series of Equitybee cFund Master LLC",0002088565,6508471149,"[{'name': 'Dennis Henderson', 'role': 'Director', 'cik': '0002088565'}, {'name': 'Oren Barzilai', 'role': 'Executive Officer', 'cik': '0002088565'}]",Executive Officer,91891
"Equitybee 22-98161, a Series of Equitybee cFund Master LLC",0002088566,6508471149,"[{'name': 'Dennis Henderson', 'role': 'Director', 'cik': '0002088566'}, {'name': 'Oren Barzilai', 'role': 'Executive Officer', 'cik': '0002088566'}]",Executive Officer,293313
"Molokai Investment Partnership, LP",0002088684,9194954027,"[{'name': 'Matthew Sweeney', 'role': 'Executive Officer', 'cik': '0002088684'}, {'name': 'Molokai Investment Management LLC', 'role': 'Executive Officer', 'cik': '0002088684'}]",Executive Officer,0
Excalibur Metals Corp.,0002088688,604-681-0830,"[{'name': 'Mark Morabito', 'role': 'Director', 'cik': '0002088688'}, {'name': 'Brian Shin', 'role': 'Director', 'cik': '0002088688'}, {'name': 'Charanjit Hayre', 'role': 'Director', 'cik': '0002088688'}, {'name': 'John Gilbert', 'role': 'Executive Officer', 'cik': '0002088688'}, {'name': 'Dong Lee', 'role': 'Executive Officer', 'cik': '0002088688'}, {'name': 'Sheila Paine', 'role': 'Executive Officer', 'cik': '0002088688'}]",Executive Officer,32785
EDITIDE LLC,0002088701,5612352963,"[{'name': 'Henry Holmes VII', 'role': 'Director', 'cik': '0002088701'}, {'name': 'Alexandra Holtzman', 'role': 'Director', 'cik': '0002088701'}, {'name': 'Daniel Ochoa Virijevic', 'role': 'Executive Officer', 'cik': '0002088701'}]",Executive Officer,35000
"Platinum Advance Principals, L.P.",0002088705,(310) 712-1850,"[{'name': 'N/A Platinum Equity Investment Holdings VI, LLC', 'role': 'Promoter', 'cik': '0002088705'}, {'name': 'Dawn Walloch', 'role': 'Executive Officer', 'cik': '0002088705'}]",Executive Officer,0
Healthcare Investments ISNP LLC,0002088775,210-828-5686,"[{'name': 'Bryon Sehlke', 'role': 'Executive Officer', 'cik': '0002088775'}, {'name': 'Ernest Fellbaum', 'role': 'Executive Officer', 'cik': '0002088775'}, {'name': 'Darrell Zurovec', 'role': 'Executive Officer', 'cik': '0002088775'}, {'name': 'Lynnea Castillo', 'role': 'Executive Officer', 'cik': '0002088775'}, {'name': 'Stanley Studer, Jr.', 'role': 'Director', 'cik': '0002088775'}]",Director,216000
Alder Point Real Assets Fund FE LP,0002088813,7206863508,"[{'name': 'Jessamine Fitzpatrick', 'role': 'Executive Officer', 'cik': '0002088813'}, {'name': 'Chris Larson', 'role': 'Executive Officer', 'cik': '0002088813'}, {'name': 'Spenser Shadle', 'role': 'Executive Officer', 'cik': '0002088813'}]",Executive Officer,20000000
"Founder's Box Fund I, L.P.",0002088891,(360) 340-9337,"[{'name': ""N/A Founder's Box Fund I G.P. LLC"", 'role': 'Director', 'cik': '0002088891'}, {'name': 'Katherine Tarbox', 'role': 'Executive Officer', 'cik': '0002088891'}]",Executive Officer,0
FXG TN KY FF LLC,0002088945,407-491-3587,"[{'name': 'FXG TN KY Manager LLC .', 'role': 'Executive Officer', 'cik': '0002088945'}, {'name': 'Matthew Wideman', 'role': 'Executive Officer', 'cik': '0002088945'}]",Executive Officer,9827000
Leach John Peter,0002088960,07521625527,"[{'name': 'John Leach', 'role': 'Director', 'cik': '0002088960'}]",Director,0
"Ample-TE-04091 Fund I, a series of AngelList Funds 2025, LP",0002088984,(360) 340-9337,"[{'name': 'N/A Fund GP, LLC', 'role': 'Director', 'cik': '0002088984'}, {'name': 'N/A Belltower Fund Group, Ltd.', 'role': 'Director', 'cik': '0002088984'}]",Director,176000
Delight Holding LLC,0002088997,949-668-3559,"[{'name': 'Minle Zhang', 'role': 'Executive Officer', 'cik': '0002088997'}]",Executive Officer,0
Niobrara Merlin Co-Investment Vehicle LP,0002089034,917-944-1484,"[{'name': '- Niobrara Founders Fund GP LP', 'role': 'Promoter', 'cik': '0002089034'}, {'name': '- Niobrara Capital Partners LP', 'role': 'Promoter', 'cik': '0002089034'}, {'name': 'Paul Schorr, IV', 'role': 'Executive Officer', 'cik': '0002089034'}]",Executive Officer,122500000
